Event_Name,Process_Name,File_Path,Time
FileIO/Create,ccsetup574,C:\Users\User\AppData\Local\Temp\nsw252C.tmp\System.dll,446.9824
FileIO/Create,ccsetup574,C:\Users\User\AppData\Local\Temp\nsw252C.tmp\System.dll,447.0019
FileIO/Create,ccsetup574,C:\Users\User\AppData\Local\Temp\nsw252C.tmp\System.dll,447.0365
FileIO/Create,ccsetup574,C:\Users\User\AppData\Local\Temp\nsw252C.tmp\System.dll,447.0557
FileIO/Create,ccsetup574,C:\Users\User\AppData\Local\Temp\nsw252C.tmp\System.dll,447.0900
FileIO/Create,ccsetup574,C:\Users\User\AppData\Local\Temp\nsw252C.tmp\System.dll,447.1089
FileIO/Create,ccsetup574,C:\Users\User\AppData\Local\Temp\nsw252C.tmp\System.dll,447.2434
FileIO/Create,ccsetup574,C:\Users\User\AppData\Local\Temp\nsw252C.tmp\System.dll,447.2662
FileIO/Create,ccsetup574,C:\Users\User\AppData\Local\Temp\nsw252C.tmp\System.dll,447.4047
FileIO/Create,ccsetup574,C:\Users\User\AppData\Local\Temp\nsw252C.tmp\System.dll,447.4282
FileIO/Create,ccsetup574,C:\Users\User\AppData\Local\Temp\nsw252C.tmp\System.dll,447.5691
FileIO/Create,ccsetup574,C:\Users\User\AppData\Local\Temp\nsw252C.tmp\System.dll,447.5901
FileIO/Create,ccsetup574,C:\Users\User\Desktop,447.6814
FileIO/Create,ccsetup574,C:\Users\User\AppData\Local\Temp\nsw252C.tmp\UserInfo.dll,447.7674
FileIO/Create,ccsetup574,C:\Users\User\AppData\Local\Temp\nsw252C.tmp\UserInfo.dll,447.7811
FileIO/Read,ccsetup574,C:\Users\User\Downloads\ccsetup574.exe,447.9038
FileIO/Read,ccsetup574,C:\Users\User\Downloads\ccsetup574.exe,447.9065
FileIO/Write,ccsetup574,C:\Users\User\AppData\Local\Temp\nsg251B.tmp,449.5764
FileIO/Write,ccsetup574,C:\Users\User\AppData\Local\Temp\nsg251B.tmp,450.1842
FileIO/Read,ccsetup574,C:\Users\User\Downloads\ccsetup574.exe,450.1927
FileIO/Read,ccsetup574,C:\Users\User\Downloads\ccsetup574.exe,450.1950
FileIO/Write,ccsetup574,C:\Users\User\AppData\Local\Temp\nsg251B.tmp,451.6345
FileIO/Write,ccsetup574,C:\Users\User\AppData\Local\Temp\nsg251B.tmp,452.5939
FileIO/Read,ccsetup574,C:\Users\User\Downloads\ccsetup574.exe,452.6044
FileIO/Read,ccsetup574,C:\Users\User\Downloads\ccsetup574.exe,452.6067
FileIO/Write,ccsetup574,C:\Users\User\AppData\Local\Temp\nsg251B.tmp,453.1281
FileIO/Write,ccsetup574,C:\Users\User\AppData\Local\Temp\nsg251B.tmp,454.7273
FileIO/Write,ccsetup574,C:\Users\User\AppData\Local\Temp\nsg251B.tmp,455.4535
FileIO/Read,ccsetup574,C:\Users\User\Downloads\ccsetup574.exe,455.4622
FileIO/Read,ccsetup574,C:\Users\User\Downloads\ccsetup574.exe,455.4645
FileIO/Create,explorer,C:\,457.3284
FileIO/Create,explorer,C:\Users\User\Downloads\PerfView,457.3699
FileIO/Create,explorer,C:\Users\User\Downloads\,457.3934
FileIO/Create,explorer,C:\Users\User\Downloads\PerfView,457.4494
FileIO/Create,explorer,C:\Users\User\Downloads\PerfView,457.7856
FileIO/Create,explorer,C:\Users\User\Downloads\PerfView,457.8093
FileIO/Create,explorer,C:\Users\User\AppData\Local\VirtualStore\Users\User\Downloads\PerfView,457.8306
FileIO/Create,explorer,C:\Users\User\Downloads\PerfView,459.9882
FileIO/Create,explorer,C:\,461.7050
FileIO/Create,explorer,C:\Users\User\Downloads\PerfView,461.7419
FileIO/Create,explorer,C:\Users\User\Downloads\,461.7620
FileIO/Create,explorer,C:\Users\User\Downloads\PerfView,461.8141
FileIO/Create,explorer,C:\Users\User\Downloads\PerfView,461.9746
FileIO/Create,explorer,C:\Windows\resources\themes\Aero\Shell\NormalColor\ShellStyle.dll,462.3907
FileIO/Create,explorer,C:\Windows\resources\themes\Aero\Shell\NormalColor\ShellStyle.dll,462.4274
FileIO/Write,ccsetup574,C:\Users\User\AppData\Local\Temp\nsg251B.tmp,465.3680
FileIO/Write,ccsetup574,C:\Users\User\AppData\Local\Temp\nsg251B.tmp,465.5586
FileIO/Read,ccsetup574,C:\Users\User\Downloads\ccsetup574.exe,465.5640
FileIO/Read,ccsetup574,C:\Users\User\Downloads\ccsetup574.exe,465.5682
FileIO/Write,ccsetup574,C:\Users\User\AppData\Local\Temp\nsg251B.tmp,467.1682
FileIO/Read,ccsetup574,C:\Users\User\Downloads\ccsetup574.exe,467.1803
FileIO/Read,ccsetup574,C:\Users\User\Downloads\ccsetup574.exe,467.1837
FileIO/Write,ccsetup574,C:\Users\User\AppData\Local\Temp\nsg251B.tmp,468.7453
FileIO/Read,ccsetup574,C:\Users\User\Downloads\ccsetup574.exe,468.7539
FileIO/Read,ccsetup574,C:\Users\User\Downloads\ccsetup574.exe,468.7562
FileIO/Write,ccsetup574,C:\Users\User\AppData\Local\Temp\nsg251B.tmp,470.3287
FileIO/Read,ccsetup574,C:\Users\User\Downloads\ccsetup574.exe,470.3410
FileIO/Read,ccsetup574,C:\Users\User\Downloads\ccsetup574.exe,470.3434
FileIO/Write,ccsetup574,C:\Users\User\AppData\Local\Temp\nsg251B.tmp,472.8947
FileIO/Read,ccsetup574,C:\Users\User\Downloads\ccsetup574.exe,472.9309
FileIO/Read,ccsetup574,C:\Users\User\Downloads\ccsetup574.exe,472.9547
FileIO/Write,ccsetup574,C:\Users\User\AppData\Local\Temp\nsg251B.tmp,474.8794
FileIO/Read,ccsetup574,C:\Users\User\Downloads\ccsetup574.exe,474.8926
FileIO/Read,ccsetup574,C:\Users\User\Downloads\ccsetup574.exe,474.8957
FileIO/Write,ccsetup574,C:\Users\User\AppData\Local\Temp\nsg251B.tmp,476.4456
FileIO/Read,ccsetup574,C:\Users\User\AppData\Local\Temp\nsg251B.tmp,476.4615
FileIO/Read,ccsetup574,C:\Users\User\Downloads\ccsetup574.exe,476.4744
FileIO/Read,ccsetup574,C:\Users\User\Downloads\ccsetup574.exe,476.4767
FileIO/Write,ccsetup574,C:\Users\User\AppData\Local\Temp\nsg251B.tmp,478.0175
FileIO/Read,ccsetup574,C:\Users\User\Downloads\ccsetup574.exe,478.0253
FileIO/Read,ccsetup574,C:\Users\User\Downloads\ccsetup574.exe,478.0275
FileIO/Write,ccsetup574,C:\Users\User\AppData\Local\Temp\nsg251B.tmp,479.5830
FileIO/Read,ccsetup574,C:\Users\User\Downloads\ccsetup574.exe,479.5913
FileIO/Read,ccsetup574,C:\Users\User\Downloads\ccsetup574.exe,479.5935
FileIO/Write,ccsetup574,C:\Users\User\AppData\Local\Temp\nsg251B.tmp,481.2604
FileIO/Read,ccsetup574,C:\Users\User\Downloads\ccsetup574.exe,481.2713
FileIO/Read,ccsetup574,C:\Users\User\Downloads\ccsetup574.exe,481.2736
FileIO/Write,ccsetup574,C:\Users\User\AppData\Local\Temp\nsg251B.tmp,482.7271
FileIO/Write,ccsetup574,C:\Users\User\AppData\Local\Temp\nsg251B.tmp,482.7304
FileIO/Write,ccsetup574,C:\Users\User\AppData\Local\Temp\nsg251B.tmp,483.6220
FileIO/Read,ccsetup574,C:\Users\User\Downloads\ccsetup574.exe,483.6325
FileIO/Read,ccsetup574,C:\Users\User\Downloads\ccsetup574.exe,483.6349
FileIO/Write,ccsetup574,C:\Users\User\AppData\Local\Temp\nsg251B.tmp,485.6861
FileIO/Read,ccsetup574,C:\Users\User\Downloads\ccsetup574.exe,485.7010
FileIO/Read,ccsetup574,C:\Users\User\Downloads\ccsetup574.exe,485.7033
FileIO/Write,ccsetup574,C:\Users\User\AppData\Local\Temp\nsg251B.tmp,487.7622
FileIO/Write,ccsetup574,C:\Users\User\AppData\Local\Temp\nsg251B.tmp,488.1099
FileIO/Read,ccsetup574,C:\Users\User\Downloads\ccsetup574.exe,488.1296
FileIO/Read,ccsetup574,C:\Users\User\Downloads\ccsetup574.exe,488.1393
FileIO/Write,ccsetup574,C:\Users\User\AppData\Local\Temp\nsg251B.tmp,490.4622
FileIO/Write,ccsetup574,C:\Users\User\AppData\Local\Temp\nsg251B.tmp,490.6292
FileIO/Read,ccsetup574,C:\Users\User\Downloads\ccsetup574.exe,490.6351
FileIO/Read,ccsetup574,C:\Users\User\Downloads\ccsetup574.exe,490.6385
FileIO/Write,ccsetup574,C:\Users\User\AppData\Local\Temp\nsg251B.tmp,492.4712
FileIO/Write,ccsetup574,C:\Users\User\AppData\Local\Temp\nsg251B.tmp,492.7810
FileIO/Read,ccsetup574,C:\Users\User\Downloads\ccsetup574.exe,492.7873
FileIO/Read,ccsetup574,C:\Users\User\Downloads\ccsetup574.exe,492.7897
FileIO/Write,ccsetup574,C:\Users\User\AppData\Local\Temp\nsg251B.tmp,494.5569
FileIO/Write,ccsetup574,C:\Users\User\AppData\Local\Temp\nsg251B.tmp,494.9244
FileIO/Read,ccsetup574,C:\Users\User\Downloads\ccsetup574.exe,494.9308
FileIO/Read,ccsetup574,C:\Users\User\Downloads\ccsetup574.exe,494.9332
FileIO/Write,ccsetup574,C:\Users\User\AppData\Local\Temp\nsg251B.tmp,496.5803
FileIO/Write,ccsetup574,C:\Users\User\AppData\Local\Temp\nsg251B.tmp,497.0556
FileIO/Read,ccsetup574,C:\Users\User\Downloads\ccsetup574.exe,497.0635
FileIO/Read,ccsetup574,C:\Users\User\Downloads\ccsetup574.exe,497.0659
FileIO/Write,ccsetup574,C:\Users\User\AppData\Local\Temp\nsg251B.tmp,498.7912
FileIO/Write,ccsetup574,C:\Users\User\AppData\Local\Temp\nsg251B.tmp,499.3579
FileIO/Read,ccsetup574,C:\Users\User\Downloads\ccsetup574.exe,499.3658
FileIO/Read,ccsetup574,C:\Users\User\Downloads\ccsetup574.exe,499.3682
FileIO/Write,ccsetup574,C:\Users\User\AppData\Local\Temp\nsg251B.tmp,500.7552
FileIO/Write,ccsetup574,C:\Users\User\AppData\Local\Temp\nsg251B.tmp,501.5593
FileIO/Read,ccsetup574,C:\Users\User\Downloads\ccsetup574.exe,501.5682
FileIO/Read,ccsetup574,C:\Users\User\Downloads\ccsetup574.exe,501.5706
FileIO/Write,ccsetup574,C:\Users\User\AppData\Local\Temp\nsg251B.tmp,503.3572
FileIO/Write,ccsetup574,C:\Users\User\AppData\Local\Temp\nsg251B.tmp,503.9316
FileIO/Read,ccsetup574,C:\Users\User\Downloads\ccsetup574.exe,503.9414
FileIO/Read,ccsetup574,C:\Users\User\Downloads\ccsetup574.exe,503.9444
FileIO/Write,ccsetup574,C:\Users\User\AppData\Local\Temp\nsg251B.tmp,505.6168
FileIO/Write,ccsetup574,C:\Users\User\AppData\Local\Temp\nsg251B.tmp,505.6200
FileIO/Write,ccsetup574,C:\Users\User\AppData\Local\Temp\nsg251B.tmp,506.2600
FileIO/Read,ccsetup574,C:\Users\User\Downloads\ccsetup574.exe,506.2700
FileIO/Read,ccsetup574,C:\Users\User\Downloads\ccsetup574.exe,506.2724
FileIO/Write,ccsetup574,C:\Users\User\AppData\Local\Temp\nsg251B.tmp,507.4926
FileIO/Write,ccsetup574,C:\Users\User\AppData\Local\Temp\nsg251B.tmp,508.5265
FileIO/Read,ccsetup574,C:\Users\User\Downloads\ccsetup574.exe,508.5364
FileIO/Read,ccsetup574,C:\Users\User\Downloads\ccsetup574.exe,508.5387
FileIO/Write,ccsetup574,C:\Users\User\AppData\Local\Temp\nsg251B.tmp,509.9162
FileIO/Write,ccsetup574,C:\Users\User\AppData\Local\Temp\nsg251B.tmp,510.7332
FileIO/Read,ccsetup574,C:\Users\User\Downloads\ccsetup574.exe,510.7429
FileIO/Read,ccsetup574,C:\Users\User\Downloads\ccsetup574.exe,510.7452
FileIO/Write,ccsetup574,C:\Users\User\AppData\Local\Temp\nsg251B.tmp,511.8434
FileIO/Write,ccsetup574,C:\Users\User\AppData\Local\Temp\nsg251B.tmp,512.8390
FileIO/Read,ccsetup574,C:\Users\User\Downloads\ccsetup574.exe,512.8498
FileIO/Read,ccsetup574,C:\Users\User\Downloads\ccsetup574.exe,512.8523
FileIO/Write,ccsetup574,C:\Users\User\AppData\Local\Temp\nsg251B.tmp,514.1321
FileIO/Write,ccsetup574,C:\Users\User\AppData\Local\Temp\nsg251B.tmp,514.9589
FileIO/Read,ccsetup574,C:\Users\User\Downloads\ccsetup574.exe,514.9668
FileIO/Read,ccsetup574,C:\Users\User\Downloads\ccsetup574.exe,514.9691
FileIO/Write,ccsetup574,C:\Users\User\AppData\Local\Temp\nsg251B.tmp,516.1527
FileIO/Write,ccsetup574,C:\Users\User\AppData\Local\Temp\nsg251B.tmp,517.3377
FileIO/Read,ccsetup574,C:\Users\User\Downloads\ccsetup574.exe,517.3507
FileIO/Read,ccsetup574,C:\Users\User\Downloads\ccsetup574.exe,517.3531
FileIO/Write,ccsetup574,C:\Users\User\AppData\Local\Temp\nsg251B.tmp,520.4147
FileIO/Write,ccsetup574,C:\Users\User\AppData\Local\Temp\nsg251B.tmp,521.4359
FileIO/Read,ccsetup574,C:\Users\User\Downloads\ccsetup574.exe,521.4475
FileIO/Read,ccsetup574,C:\Users\User\Downloads\ccsetup574.exe,521.4506
FileIO/Write,ccsetup574,C:\Users\User\AppData\Local\Temp\nsg251B.tmp,523.2891
FileIO/Write,ccsetup574,C:\Users\User\AppData\Local\Temp\nsg251B.tmp,523.4446
FileIO/Read,ccsetup574,C:\Users\User\Downloads\ccsetup574.exe,523.4495
FileIO/Read,ccsetup574,C:\Users\User\Downloads\ccsetup574.exe,523.4518
FileIO/Write,ccsetup574,C:\Users\User\AppData\Local\Temp\nsg251B.tmp,525.3803
FileIO/Write,ccsetup574,C:\Users\User\AppData\Local\Temp\nsg251B.tmp,525.4730
FileIO/Read,ccsetup574,C:\Users\User\Downloads\ccsetup574.exe,525.5035
FileIO/Read,ccsetup574,C:\Users\User\Downloads\ccsetup574.exe,525.5060
FileIO/Write,ccsetup574,C:\Users\User\AppData\Local\Temp\nsg251B.tmp,526.8642
FileIO/Write,ccsetup574,C:\Users\User\AppData\Local\Temp\nsg251B.tmp,527.6174
FileIO/Read,ccsetup574,C:\Users\User\Downloads\ccsetup574.exe,527.6261
FileIO/Read,ccsetup574,C:\Users\User\Downloads\ccsetup574.exe,527.6284
FileIO/Write,ccsetup574,C:\Users\User\AppData\Local\Temp\nsg251B.tmp,529.2651
FileIO/Write,ccsetup574,C:\Users\User\AppData\Local\Temp\nsg251B.tmp,529.7279
FileIO/Write,ccsetup574,C:\Users\User\AppData\Local\Temp\nsg251B.tmp,529.7308
FileIO/Read,ccsetup574,C:\Users\User\Downloads\ccsetup574.exe,529.7710
FileIO/Read,ccsetup574,C:\Users\User\Downloads\ccsetup574.exe,529.7734
FileIO/Write,ccsetup574,C:\Users\User\AppData\Local\Temp\nsg251B.tmp,531.4630
FileIO/Write,ccsetup574,C:\Users\User\AppData\Local\Temp\nsg251B.tmp,531.9092
FileIO/Read,ccsetup574,C:\Users\User\Downloads\ccsetup574.exe,531.9162
FileIO/Read,ccsetup574,C:\Users\User\Downloads\ccsetup574.exe,531.9185
FileIO/Write,ccsetup574,C:\Users\User\AppData\Local\Temp\nsg251B.tmp,533.0446
FileIO/Write,ccsetup574,C:\Users\User\AppData\Local\Temp\nsg251B.tmp,534.1229
FileIO/Read,ccsetup574,C:\Users\User\Downloads\ccsetup574.exe,534.1347
FileIO/Read,ccsetup574,C:\Users\User\Downloads\ccsetup574.exe,534.1372
FileIO/Write,ccsetup574,C:\Users\User\AppData\Local\Temp\nsg251B.tmp,535.6881
FileIO/Write,ccsetup574,C:\Users\User\AppData\Local\Temp\nsg251B.tmp,535.6919
FileIO/Write,ccsetup574,C:\Users\User\AppData\Local\Temp\nsg251B.tmp,536.6110
FileIO/Read,ccsetup574,C:\Users\User\Downloads\ccsetup574.exe,536.6204
FileIO/Read,ccsetup574,C:\Users\User\Downloads\ccsetup574.exe,536.6227
FileIO/Write,ccsetup574,C:\Users\User\AppData\Local\Temp\nsg251B.tmp,538.1030
FileIO/Write,ccsetup574,C:\Users\User\AppData\Local\Temp\nsg251B.tmp,539.0362
FileIO/Read,ccsetup574,C:\Users\User\Downloads\ccsetup574.exe,539.0479
FileIO/Read,ccsetup574,C:\Users\User\Downloads\ccsetup574.exe,539.0503
FileIO/Write,ccsetup574,C:\Users\User\AppData\Local\Temp\nsg251B.tmp,540.3253
FileIO/Write,ccsetup574,C:\Users\User\AppData\Local\Temp\nsg251B.tmp,541.4128
FileIO/Read,ccsetup574,C:\Users\User\Downloads\ccsetup574.exe,541.4257
FileIO/Read,ccsetup574,C:\Users\User\Downloads\ccsetup574.exe,541.4281
FileIO/Write,ccsetup574,C:\Users\User\AppData\Local\Temp\nsg251B.tmp,542.8033
FileIO/Write,ccsetup574,C:\Users\User\AppData\Local\Temp\nsg251B.tmp,543.6583
FileIO/Write,ccsetup574,C:\Users\User\AppData\Local\Temp\nsg251B.tmp,543.6614
FileIO/Write,System,C:\Users\User\Downloads\PerfView\PerfViewData.kernel.etl,543.7661
FileIO/Read,ccsetup574,C:\Users\User\Downloads\ccsetup574.exe,543.8353
FileIO/Read,ccsetup574,C:\Users\User\Downloads\ccsetup574.exe,543.8390
FileIO/Write,ccsetup574,C:\Users\User\AppData\Local\Temp\nsg251B.tmp,545.3950
FileIO/Write,ccsetup574,C:\Users\User\AppData\Local\Temp\nsg251B.tmp,546.0140
FileIO/Read,ccsetup574,C:\Users\User\Downloads\ccsetup574.exe,546.0221
FileIO/Read,ccsetup574,C:\Users\User\Downloads\ccsetup574.exe,546.0245
FileIO/Write,ccsetup574,C:\Users\User\AppData\Local\Temp\nsg251B.tmp,547.5200
FileIO/Write,ccsetup574,C:\Users\User\AppData\Local\Temp\nsg251B.tmp,548.1879
FileIO/Read,ccsetup574,C:\Users\User\Downloads\ccsetup574.exe,548.1959
FileIO/Read,ccsetup574,C:\Users\User\Downloads\ccsetup574.exe,548.1982
FileIO/Write,ccsetup574,C:\Users\User\AppData\Local\Temp\nsg251B.tmp,549.6361
FileIO/Write,ccsetup574,C:\Users\User\AppData\Local\Temp\nsg251B.tmp,549.6394
FileIO/Write,ccsetup574,C:\Users\User\AppData\Local\Temp\nsg251B.tmp,550.4550
FileIO/Read,ccsetup574,C:\Users\User\Downloads\ccsetup574.exe,550.4653
FileIO/Read,ccsetup574,C:\Users\User\Downloads\ccsetup574.exe,550.4677
FileIO/Write,ccsetup574,C:\Users\User\AppData\Local\Temp\nsg251B.tmp,551.9187
FileIO/Write,ccsetup574,C:\Users\User\AppData\Local\Temp\nsg251B.tmp,552.7178
FileIO/Write,ccsetup574,C:\Users\User\AppData\Local\Temp\nsg251B.tmp,552.7208
FileIO/Read,ccsetup574,C:\Users\User\Downloads\ccsetup574.exe,552.7527
FileIO/Read,ccsetup574,C:\Users\User\Downloads\ccsetup574.exe,552.7551
FileIO/Write,ccsetup574,C:\Users\User\AppData\Local\Temp\nsg251B.tmp,554.2952
FileIO/Write,ccsetup574,C:\Users\User\AppData\Local\Temp\nsg251B.tmp,554.9901
FileIO/Read,ccsetup574,C:\Users\User\Downloads\ccsetup574.exe,554.9994
FileIO/Read,ccsetup574,C:\Users\User\Downloads\ccsetup574.exe,555.0018
FileIO/Write,ccsetup574,C:\Users\User\AppData\Local\Temp\nsg251B.tmp,556.1532
FileIO/Write,ccsetup574,C:\Users\User\AppData\Local\Temp\nsg251B.tmp,557.2612
FileIO/Read,ccsetup574,C:\Users\User\Downloads\ccsetup574.exe,557.2733
FileIO/Read,ccsetup574,C:\Users\User\Downloads\ccsetup574.exe,557.2758
FileIO/Write,ccsetup574,C:\Users\User\AppData\Local\Temp\nsg251B.tmp,558.5763
FileIO/Write,ccsetup574,C:\Users\User\AppData\Local\Temp\nsg251B.tmp,558.5796
FileIO/Write,ccsetup574,C:\Users\User\AppData\Local\Temp\nsg251B.tmp,559.5426
FileIO/Read,ccsetup574,C:\Users\User\Downloads\ccsetup574.exe,559.5541
FileIO/Read,ccsetup574,C:\Users\User\Downloads\ccsetup574.exe,559.5566
FileIO/Write,ccsetup574,C:\Users\User\AppData\Local\Temp\nsg251B.tmp,560.4337
FileIO/Write,ccsetup574,C:\Users\User\AppData\Local\Temp\nsg251B.tmp,561.6788
FileIO/Write,ccsetup574,C:\Users\User\AppData\Local\Temp\nsg251B.tmp,561.9400
FileIO/Read,ccsetup574,C:\Users\User\Downloads\ccsetup574.exe,561.9459
FileIO/Read,ccsetup574,C:\Users\User\Downloads\ccsetup574.exe,561.9482
FileIO/Write,ccsetup574,C:\Users\User\AppData\Local\Temp\nsg251B.tmp,562.6158
FileIO/Write,ccsetup574,C:\Users\User\AppData\Local\Temp\nsg251B.tmp,563.7915
FileIO/Write,ccsetup574,C:\Users\User\AppData\Local\Temp\nsg251B.tmp,564.2932
FileIO/Read,ccsetup574,C:\Users\User\Downloads\ccsetup574.exe,564.3014
FileIO/Read,ccsetup574,C:\Users\User\Downloads\ccsetup574.exe,564.3037
FileIO/Write,ccsetup574,C:\Users\User\AppData\Local\Temp\nsg251B.tmp,565.6748
FileIO/Write,ccsetup574,C:\Users\User\AppData\Local\Temp\nsg251B.tmp,566.9967
FileIO/Read,ccsetup574,C:\Users\User\Downloads\ccsetup574.exe,567.0077
FileIO/Read,ccsetup574,C:\Users\User\Downloads\ccsetup574.exe,567.0102
FileIO/Write,ccsetup574,C:\Users\User\AppData\Local\Temp\nsg251B.tmp,568.1620
FileIO/Write,ccsetup574,C:\Users\User\AppData\Local\Temp\nsg251B.tmp,569.5245
FileIO/Read,ccsetup574,C:\Users\User\Downloads\ccsetup574.exe,569.5375
FileIO/Read,ccsetup574,C:\Users\User\Downloads\ccsetup574.exe,569.5399
FileIO/Write,ccsetup574,C:\Users\User\AppData\Local\Temp\nsg251B.tmp,571.2940
FileIO/Write,ccsetup574,C:\Users\User\AppData\Local\Temp\nsg251B.tmp,571.9004
FileIO/Read,ccsetup574,C:\Users\User\Downloads\ccsetup574.exe,571.9079
FileIO/Read,ccsetup574,C:\Users\User\Downloads\ccsetup574.exe,571.9104
FileIO/Write,ccsetup574,C:\Users\User\AppData\Local\Temp\nsg251B.tmp,573.5960
FileIO/Write,ccsetup574,C:\Users\User\AppData\Local\Temp\nsg251B.tmp,574.0813
FileIO/Write,ccsetup574,C:\Users\User\AppData\Local\Temp\nsg251B.tmp,574.0843
FileIO/Read,ccsetup574,C:\Users\User\Downloads\ccsetup574.exe,574.1283
FileIO/Read,ccsetup574,C:\Users\User\Downloads\ccsetup574.exe,574.1308
FileIO/Write,ccsetup574,C:\Users\User\AppData\Local\Temp\nsg251B.tmp,575.4684
FileIO/Write,ccsetup574,C:\Users\User\AppData\Local\Temp\nsg251B.tmp,576.3201
FileIO/Read,ccsetup574,C:\Users\User\Downloads\ccsetup574.exe,576.3303
FileIO/Read,ccsetup574,C:\Users\User\Downloads\ccsetup574.exe,576.3326
FileIO/Write,ccsetup574,C:\Users\User\AppData\Local\Temp\nsg251B.tmp,577.5772
FileIO/Write,ccsetup574,C:\Users\User\AppData\Local\Temp\nsg251B.tmp,578.7425
FileIO/Read,ccsetup574,C:\Users\User\Downloads\ccsetup574.exe,578.7544
FileIO/Read,ccsetup574,C:\Users\User\Downloads\ccsetup574.exe,578.7568
FileIO/Write,ccsetup574,C:\Users\User\AppData\Local\Temp\nsg251B.tmp,580.1095
FileIO/Write,ccsetup574,C:\Users\User\AppData\Local\Temp\nsg251B.tmp,580.1131
FileIO/Write,ccsetup574,C:\Users\User\AppData\Local\Temp\nsg251B.tmp,581.0303
FileIO/Read,ccsetup574,C:\Users\User\Downloads\ccsetup574.exe,581.0804
FileIO/Read,ccsetup574,C:\Users\User\Downloads\ccsetup574.exe,581.0831
FileIO/Write,ccsetup574,C:\Users\User\AppData\Local\Temp\nsg251B.tmp,582.3402
FileIO/Write,ccsetup574,C:\Users\User\AppData\Local\Temp\nsg251B.tmp,583.2710
FileIO/Read,ccsetup574,C:\Users\User\Downloads\ccsetup574.exe,583.2800
FileIO/Read,ccsetup574,C:\Users\User\Downloads\ccsetup574.exe,583.2823
FileIO/Write,ccsetup574,C:\Users\User\AppData\Local\Temp\nsg251B.tmp,584.4676
FileIO/Write,ccsetup574,C:\Users\User\AppData\Local\Temp\nsg251B.tmp,585.4222
FileIO/Read,ccsetup574,C:\Users\User\Downloads\ccsetup574.exe,585.4332
FileIO/Read,ccsetup574,C:\Users\User\Downloads\ccsetup574.exe,585.4357
FileIO/Write,ccsetup574,C:\Users\User\AppData\Local\Temp\nsg251B.tmp,587.1637
FileIO/Write,ccsetup574,C:\Users\User\AppData\Local\Temp\nsg251B.tmp,587.8294
FileIO/Read,ccsetup574,C:\Users\User\Downloads\ccsetup574.exe,587.8565
FileIO/Read,ccsetup574,C:\Users\User\Downloads\ccsetup574.exe,587.8593
FileIO/Write,ccsetup574,C:\Users\User\AppData\Local\Temp\nsg251B.tmp,589.1632
FileIO/Write,ccsetup574,C:\Users\User\AppData\Local\Temp\nsg251B.tmp,590.1283
FileIO/Read,ccsetup574,C:\Users\User\Downloads\ccsetup574.exe,590.1386
FileIO/Read,ccsetup574,C:\Users\User\Downloads\ccsetup574.exe,590.1410
FileIO/Write,ccsetup574,C:\Users\User\AppData\Local\Temp\nsg251B.tmp,591.4561
FileIO/Write,ccsetup574,C:\Users\User\AppData\Local\Temp\nsg251B.tmp,592.3888
FileIO/Read,ccsetup574,C:\Users\User\Downloads\ccsetup574.exe,592.4005
FileIO/Read,ccsetup574,C:\Users\User\Downloads\ccsetup574.exe,592.4029
FileIO/Write,ccsetup574,C:\Users\User\AppData\Local\Temp\nsg251B.tmp,593.6497
FileIO/Write,ccsetup574,C:\Users\User\AppData\Local\Temp\nsg251B.tmp,594.5617
FileIO/Read,ccsetup574,C:\Users\User\Downloads\ccsetup574.exe,594.5730
FileIO/Read,ccsetup574,C:\Users\User\Downloads\ccsetup574.exe,594.5755
FileIO/Write,ccsetup574,C:\Users\User\AppData\Local\Temp\nsg251B.tmp,595.5036
FileIO/Write,ccsetup574,C:\Users\User\AppData\Local\Temp\nsg251B.tmp,595.5067
FileIO/Write,ccsetup574,C:\Users\User\AppData\Local\Temp\nsg251B.tmp,596.8803
FileIO/Read,ccsetup574,C:\Users\User\Downloads\ccsetup574.exe,596.8920
FileIO/Read,ccsetup574,C:\Users\User\Downloads\ccsetup574.exe,596.8945
FileIO/Write,ccsetup574,C:\Users\User\AppData\Local\Temp\nsg251B.tmp,598.5817
FileIO/Write,ccsetup574,C:\Users\User\AppData\Local\Temp\nsg251B.tmp,599.2755
FileIO/Read,ccsetup574,C:\Users\User\Downloads\ccsetup574.exe,599.2856
FileIO/Read,ccsetup574,C:\Users\User\Downloads\ccsetup574.exe,599.2880
FileIO/Write,ccsetup574,C:\Users\User\AppData\Local\Temp\nsg251B.tmp,600.8401
FileIO/Write,ccsetup574,C:\Users\User\AppData\Local\Temp\nsg251B.tmp,601.5215
FileIO/Read,ccsetup574,C:\Users\User\Downloads\ccsetup574.exe,601.5303
FileIO/Read,ccsetup574,C:\Users\User\Downloads\ccsetup574.exe,601.5326
FileIO/Write,ccsetup574,C:\Users\User\AppData\Local\Temp\nsg251B.tmp,602.9494
FileIO/Write,ccsetup574,C:\Users\User\AppData\Local\Temp\nsg251B.tmp,604.0805
FileIO/Write,ccsetup574,C:\Users\User\AppData\Local\Temp\nsg251B.tmp,604.0839
FileIO/Read,ccsetup574,C:\Users\User\Downloads\ccsetup574.exe,604.1308
FileIO/Read,ccsetup574,C:\Users\User\Downloads\ccsetup574.exe,604.1333
FileIO/Write,ccsetup574,C:\Users\User\AppData\Local\Temp\nsg251B.tmp,605.4500
