Time,EventName,PID,PName,ImageBase,FileName
9.7186,Image/DCStart,0,Idle,0x82800000,C:\\Windows\\system32\\ntoskrnl\.exe
9.7192,Image/DCStart,0,Idle,0x82C0F000,C:\\Windows\\system32\\halmacpi\.dll
9.7194,Image/DCStart,0,Idle,0x80BC6000,C:\\Windows\\system32\\kdcom\.dll
9.7196,Image/DCStart,0,Idle,0x89007000,C:\\Windows\\system32\\mcupdate_GenuineIntel\.dll
9.7197,Image/DCStart,0,Idle,0x8908C000,C:\\Windows\\system32\\PSHED\.dll
9.7199,Image/DCStart,0,Idle,0x8909D000,C:\\Windows\\system32\\BOOTVID\.dll
9.7200,Image/DCStart,0,Idle,0x890A5000,C:\\Windows\\system32\\CLFS\.SYS
9.7202,Image/DCStart,0,Idle,0x890E7000,C:\\Windows\\system32\\CI\.dll
9.7204,Image/DCStart,0,Idle,0x8914F000,C:\\Windows\\system32\\drivers\\Wdf01000\.sys
9.7206,Image/DCStart,0,Idle,0x891D0000,C:\\Windows\\system32\\drivers\\WDFLDR\.SYS
9.7207,Image/DCStart,0,Idle,0x891DE000,C:\\Windows\\system32\\drivers\\ACPI\.sys
9.7209,Image/DCStart,0,Idle,0x89226000,C:\\Windows\\system32\\drivers\\WMILIB\.SYS
9.7210,Image/DCStart,0,Idle,0x8922F000,C:\\Windows\\system32\\drivers\\msisadrv\.sys
9.7212,Image/DCStart,0,Idle,0x89237000,C:\\Windows\\system32\\drivers\\pci\.sys
9.7214,Image/DCStart,0,Idle,0x89261000,C:\\Windows\\system32\\drivers\\vdrvroot\.sys
9.7216,Image/DCStart,0,Idle,0x8926C000,C:\\Windows\\System32\\drivers\\partmgr\.sys
9.7217,Image/DCStart,0,Idle,0x8927D000,C:\\Windows\\system32\\DRIVERS\\compbatt\.sys
9.7218,Image/DCStart,0,Idle,0x89285000,C:\\Windows\\system32\\DRIVERS\\BATTC\.SYS
9.7220,Image/DCStart,0,Idle,0x89290000,C:\\Windows\\system32\\drivers\\volmgr\.sys
9.7221,Image/DCStart,0,Idle,0x892A0000,C:\\Windows\\System32\\drivers\\volmgrx\.sys
9.7223,Image/DCStart,0,Idle,0x892EB000,C:\\Windows\\System32\\drivers\\mountmgr\.sys
9.7224,Image/DCStart,0,Idle,0x89301000,C:\\Windows\\system32\\drivers\\atapi\.sys
9.7226,Image/DCStart,0,Idle,0x8930A000,C:\\Windows\\system32\\drivers\\ataport\.SYS
9.7227,Image/DCStart,0,Idle,0x8932D000,C:\\Windows\\system32\\drivers\\msahci\.sys
9.7229,Image/DCStart,0,Idle,0x89337000,C:\\Windows\\system32\\drivers\\PCIIDEX\.SYS
9.7230,Image/DCStart,0,Idle,0x89345000,C:\\Windows\\system32\\drivers\\amdxata\.sys
9.7232,Image/DCStart,0,Idle,0x8934E000,C:\\Windows\\system32\\drivers\\fltmgr\.sys
9.7233,Image/DCStart,0,Idle,0x89382000,C:\\Windows\\system32\\drivers\\fileinfo\.sys
9.7235,Image/DCStart,0,Idle,0x89428000,C:\\Windows\\System32\\Drivers\\Ntfs\.sys
9.7236,Image/DCStart,0,Idle,0x89559000,C:\\Windows\\System32\\Drivers\\msrpc\.sys
9.7237,Image/DCStart,0,Idle,0x89584000,C:\\Windows\\System32\\Drivers\\ksecdd\.sys
9.7239,Image/DCStart,0,Idle,0x89597000,C:\\Windows\\System32\\Drivers\\cng\.sys
9.7240,Image/DCStart,0,Idle,0x895F5000,C:\\Windows\\system32\\DRIVERS\\VBoxGuest\.sys
9.7242,Image/DCStart,0,Idle,0x89636000,C:\\Windows\\System32\\drivers\\pcw\.sys
9.7243,Image/DCStart,0,Idle,0x89644000,C:\\Windows\\System32\\Drivers\\Fs_Rec\.sys
9.7245,Image/DCStart,0,Idle,0x8964D000,C:\\Windows\\system32\\drivers\\ndis\.sys
9.7246,Image/DCStart,0,Idle,0x89705000,C:\\Windows\\system32\\drivers\\NETIO\.SYS
9.7248,Image/DCStart,0,Idle,0x89744000,C:\\Windows\\System32\\Drivers\\ksecpkg\.sys
9.7249,Image/DCStart,0,Idle,0x89813000,C:\\Windows\\System32\\drivers\\tcpip\.sys
9.7251,Image/DCStart,0,Idle,0x89963000,C:\\Windows\\System32\\drivers\\fwpkclnt\.sys
9.7252,Image/DCStart,0,Idle,0x89994000,C:\\Windows\\system32\\drivers\\vmstorfl\.sys
9.7255,Image/DCStart,0,Idle,0x8999D000,C:\\Windows\\system32\\drivers\\volsnap\.sys
9.7258,Image/DCStart,0,Idle,0x899DC000,C:\\Windows\\System32\\Drivers\\spldr\.sys
9.7259,Image/DCStart,0,Idle,0x899E4000,C:\\Windows\\System32\\drivers\\rdyboost\.sys
9.7262,Image/DCStart,0,Idle,0x89A11000,C:\\Windows\\System32\\Drivers\\mup\.sys
9.7264,Image/DCStart,0,Idle,0x89A21000,C:\\Windows\\System32\\drivers\\hwpolicy\.sys
9.7266,Image/DCStart,0,Idle,0x89A29000,C:\\Windows\\System32\\DRIVERS\\fvevol\.sys
9.7267,Image/DCStart,0,Idle,0x89A5B000,C:\\Windows\\system32\\drivers\\disk\.sys
9.7269,Image/DCStart,0,Idle,0x89A6C000,C:\\Windows\\system32\\drivers\\CLASSPNP\.SYS
9.7272,Image/DCStart,0,Idle,0x89AC4000,C:\\Windows\\system32\\DRIVERS\\cdrom\.sys
9.7274,Image/DCStart,0,Idle,0x89AE3000,C:\\Windows\\System32\\Drivers\\Null\.SYS
9.7276,Image/DCStart,0,Idle,0x89AEA000,C:\\Windows\\System32\\Drivers\\Beep\.SYS
9.7279,Image/DCStart,0,Idle,0x89AF1000,C:\\Windows\\System32\\drivers\\vga\.sys
9.7281,Image/DCStart,0,Idle,0x89AFD000,C:\\Windows\\System32\\drivers\\VIDEOPRT\.SYS
9.7284,Image/DCStart,0,Idle,0x89B1D000,C:\\Windows\\System32\\drivers\\watchdog\.sys
9.7286,Image/DCStart,0,Idle,0x89B2A000,C:\\Windows\\System32\\DRIVERS\\RDPCDD\.sys
9.7288,Image/DCStart,0,Idle,0x89B32000,C:\\Windows\\system32\\drivers\\rdpencdd\.sys
9.7291,Image/DCStart,0,Idle,0x89B3A000,C:\\Windows\\system32\\drivers\\rdprefmp\.sys
9.7293,Image/DCStart,0,Idle,0x89B42000,C:\\Windows\\System32\\Drivers\\Msfs\.SYS
9.7295,Image/DCStart,0,Idle,0x89B4D000,C:\\Windows\\System32\\Drivers\\Npfs\.SYS
9.7297,Image/DCStart,0,Idle,0x89B5B000,C:\\Windows\\system32\\DRIVERS\\tdx\.sys
9.7299,Image/DCStart,0,Idle,0x89B72000,C:\\Windows\\system32\\DRIVERS\\TDI\.SYS
9.7301,Image/DCStart,0,Idle,0x89B7E000,C:\\Windows\\system32\\drivers\\afd\.sys
9.7303,Image/DCStart,0,Idle,0x8976A000,C:\\Windows\\System32\\DRIVERS\\netbt\.sys
9.7305,Image/DCStart,0,Idle,0x89BD8000,C:\\Windows\\system32\\DRIVERS\\wfplwf\.sys
9.7307,Image/DCStart,0,Idle,0x89BDF000,C:\\Windows\\system32\\DRIVERS\\pacer\.sys
9.7309,Image/DCStart,0,Idle,0x89800000,C:\\Windows\\system32\\DRIVERS\\netbios\.sys
9.7312,Image/DCStart,0,Idle,0x8979D000,C:\\Windows\\System32\\drivers\\VBoxSF\.sys
9.7314,Image/DCStart,0,Idle,0x89400000,C:\\Windows\\system32\\DRIVERS\\wanarp\.sys
9.7316,Image/DCStart,0,Idle,0x89413000,C:\\Windows\\system32\\drivers\\termdd\.sys
9.7318,Image/DCStart,0,Idle,0x89393000,C:\\Windows\\system32\\DRIVERS\\rdbss\.sys
9.7321,Image/DCStart,0,Idle,0x897EF000,C:\\Windows\\system32\\drivers\\nsiproxy\.sys
9.7323,Image/DCStart,0,Idle,0x893D6000,C:\\Windows\\system32\\drivers\\mssmbios\.sys
9.7325,Image/DCStart,0,Idle,0x893E0000,C:\\Windows\\System32\\drivers\\discache\.sys
9.7331,Image/DCStart,0,Idle,0x90028000,C:\\Windows\\system32\\drivers\\csc\.sys
9.7333,Image/DCStart,0,Idle,0x9008C000,C:\\Windows\\System32\\Drivers\\dfsc\.sys
9.7335,Image/DCStart,0,Idle,0x900A6000,C:\\Windows\\system32\\DRIVERS\\blbdrive\.sys
9.7337,Image/DCStart,0,Idle,0x900B4000,C:\\Windows\\system32\\DRIVERS\\tunnel\.sys
9.7340,Image/DCStart,0,Idle,0x900D5000,C:\\Windows\\system32\\DRIVERS\\i8042prt\.sys
9.7343,Image/DCStart,0,Idle,0x900ED000,C:\\Windows\\system32\\drivers\\kbdclass\.sys
9.7345,Image/DCStart,0,Idle,0x900FA000,C:\\Windows\\system32\\DRIVERS\\VBoxMouse\.sys
9.7347,Image/DCStart,0,Idle,0x9012D000,C:\\Windows\\system32\\drivers\\mouclass\.sys
9.7349,Image/DCStart,0,Idle,0x9013A000,C:\\Windows\\system32\\DRIVERS\\VBoxVideo\.sys
9.7351,Image/DCStart,0,Idle,0x90173000,C:\\Windows\\system32\\DRIVERS\\E1G60I32\.sys
9.7353,Image/DCStart,0,Idle,0x90190000,C:\\Windows\\system32\\DRIVERS\\HDAudBus\.sys
9.7355,Image/DCStart,0,Idle,0x901AF000,C:\\Windows\\system32\\DRIVERS\\usbohci\.sys
9.7357,Image/DCStart,0,Idle,0x901B9000,C:\\Windows\\system32\\DRIVERS\\USBPORT\.SYS
9.7360,Image/DCStart,0,Idle,0x90204000,C:\\Windows\\system32\\DRIVERS\\usbehci\.sys
9.7363,Image/DCStart,0,Idle,0x90214000,C:\\Windows\\system32\\DRIVERS\\CmBatt\.sys
9.7367,Image/DCStart,0,Idle,0x90218000,C:\\Windows\\system32\\drivers\\intelppm\.sys
9.7370,Image/DCStart,0,Idle,0x9022A000,C:\\Windows\\system32\\DRIVERS\\CompositeBus\.sys
9.7372,Image/DCStart,0,Idle,0x90237000,C:\\Windows\\system32\\DRIVERS\\AgileVpn\.sys
9.7374,Image/DCStart,0,Idle,0x90249000,C:\\Windows\\system32\\DRIVERS\\rasl2tp\.sys
9.7376,Image/DCStart,0,Idle,0x90261000,C:\\Windows\\system32\\DRIVERS\\ndistapi\.sys
9.7378,Image/DCStart,0,Idle,0x9026C000,C:\\Windows\\system32\\DRIVERS\\ndiswan\.sys
9.7381,Image/DCStart,0,Idle,0x9028E000,C:\\Windows\\system32\\DRIVERS\\raspppoe\.sys
9.7384,Image/DCStart,0,Idle,0x902A6000,C:\\Windows\\system32\\DRIVERS\\raspptp\.sys
9.7387,Image/DCStart,0,Idle,0x902BD000,C:\\Windows\\system32\\DRIVERS\\rassstp\.sys
9.7390,Image/DCStart,0,Idle,0x902D4000,C:\\Windows\\system32\\DRIVERS\\rdpbus\.sys
9.7392,Image/DCStart,0,Idle,0x902DE000,C:\\Windows\\system32\\drivers\\swenum\.sys
9.7394,Image/DCStart,0,Idle,0x902E0000,C:\\Windows\\system32\\drivers\\ks\.sys
9.7396,Image/DCStart,0,Idle,0x90314000,C:\\Windows\\system32\\DRIVERS\\umbus\.sys
9.7398,Image/DCStart,0,Idle,0x90322000,C:\\Windows\\system32\\DRIVERS\\usbhub\.sys
9.7400,Image/DCStart,0,Idle,0x90366000,C:\\Windows\\System32\\Drivers\\NDProxy\.SYS
9.7402,Image/DCStart,0,Idle,0x90377000,C:\\Windows\\system32\\drivers\\HdAudio\.sys
9.7408,Image/DCStart,0,Idle,0x903C7000,C:\\Windows\\system32\\drivers\\portcls\.sys
9.7409,Image/DCStart,0,Idle,0x90000000,C:\\Windows\\system32\\drivers\\drmk\.sys
9.7412,Image/DCStart,0,Idle,0x89A91000,C:\\Windows\\system32\\DRIVERS\\cdfs\.sys
9.7416,Image/DCStart,0,Idle,0x90019000,C:\\Windows\\System32\\Drivers\\crashdmp\.sys
9.7418,Image/DCStart,0,Idle,0x89AA7000,C:\\Windows\\System32\\Drivers\\dump_dumpata\.sys
9.7420,Image/DCStart,0,Idle,0x903F6000,C:\\Windows\\System32\\Drivers\\dump_msahci\.sys
9.7423,Image/DCStart,0,Idle,0x89AB2000,C:\\Windows\\System32\\Drivers\\dump_dumpfve\.sys
9.7426,Image/DCStart,0,Idle,0x924E0000,C:\\Windows\\System32\\win32k\.sys
9.7430,Image/DCStart,0,Idle,0x893EC000,C:\\Windows\\System32\\drivers\\Dxapi\.sys
9.7432,Image/DCStart,0,Idle,0x92740000,C:\\Windows\\System32\\drivers\\dxg\.sys
9.7435,Image/DCStart,0,Idle,0x8B034000,C:\\Windows\\system32\\DRIVERS\\monitor\.sys
9.7437,Image/DCStart,0,Idle,0x92770000,C:\\Windows\\System32\\TSDDD\.dll
9.7439,Image/DCStart,0,Idle,0x927B0000,C:\\Windows\\System32\\VBoxDisp\.dll
9.7442,Image/DCStart,0,Idle,0x8B03F000,C:\\Windows\\system32\\drivers\\hidusb\.sys
9.7445,Image/DCStart,0,Idle,0x8B04A000,C:\\Windows\\system32\\drivers\\HIDCLASS\.SYS
9.7447,Image/DCStart,0,Idle,0x8B05D000,C:\\Windows\\system32\\drivers\\HIDPARSE\.SYS
9.7449,Image/DCStart,0,Idle,0x8B064000,C:\\Windows\\system32\\drivers\\USBD\.SYS
9.7451,Image/DCStart,0,Idle,0x8B066000,C:\\Windows\\system32\\DRIVERS\\mouhid\.sys
9.7454,Image/DCStart,0,Idle,0x8B071000,C:\\Windows\\system32\\drivers\\luafv\.sys
9.7457,Image/DCStart,0,Idle,0x8B08C000,C:\\Windows\\system32\\DRIVERS\\lltdio\.sys
9.7459,Image/DCStart,0,Idle,0x8B09C000,C:\\Windows\\system32\\DRIVERS\\rspndr\.sys
9.7461,Image/DCStart,0,Idle,0x8B0AF000,C:\\Windows\\system32\\drivers\\HTTP\.sys
9.7463,Image/DCStart,0,Idle,0x8B134000,C:\\Windows\\system32\\DRIVERS\\bowser\.sys
9.7465,Image/DCStart,0,Idle,0x8B14C000,C:\\Windows\\System32\\drivers\\mpsdrv\.sys
9.7468,Image/DCStart,0,Idle,0x8B15E000,C:\\Windows\\system32\\DRIVERS\\mrxsmb\.sys
9.7471,Image/DCStart,0,Idle,0x8B181000,C:\\Windows\\system32\\DRIVERS\\mrxsmb10\.sys
9.7474,Image/DCStart,0,Idle,0x8B1BD000,C:\\Windows\\system32\\DRIVERS\\mrxsmb20\.sys
9.7476,Image/DCStart,0,Idle,0x8B1F1000,C:\\Windows\\system32\\drivers\\peauth\.sys
9.7479,Image/DCStart,0,Idle,0x8B289000,C:\\Windows\\System32\\DRIVERS\\srvnet\.sys
9.7485,Image/DCStart,0,Idle,0x8B2AA000,C:\\Windows\\System32\\drivers\\tcpipreg\.sys
9.7487,Image/DCStart,0,Idle,0x8B2B7000,C:\\Windows\\System32\\DRIVERS\\srv2\.sys
9.7489,Image/DCStart,0,Idle,0x8B308000,C:\\Windows\\System32\\DRIVERS\\srv\.sys
9.7492,Image/DCStart,0,Idle,0x8B35B000,C:\\Windows\\system32\\drivers\\spsys\.sys
9.7764,Image/DCStart,252,smss,0x47670000,C:\\Windows\\System32\\smss\.exe
9.7817,Image/DCStart,252,smss,0x76DE0000,C:\\Windows\\System32\\ntdll\.dll
9.7858,Image/DCStart,252,smss,0x77040000,C:\\Windows\\System32\\apisetschema\.dll
9.8111,Image/DCStart,328,csrss,0x49CF0000,C:\\Windows\\System32\\csrss\.exe
9.8155,Image/DCStart,328,csrss,0x74CA0000,C:\\Windows\\System32\\cryptbase\.dll
9.8200,Image/DCStart,328,csrss,0x74CB0000,C:\\Windows\\System32\\sxs\.dll
9.8245,Image/DCStart,328,csrss,0x74D50000,C:\\Windows\\System32\\sxssrv\.dll
9.8289,Image/DCStart,328,csrss,0x74D60000,C:\\Windows\\System32\\winsrv\.dll
9.8332,Image/DCStart,328,csrss,0x74D90000,C:\\Windows\\System32\\basesrv\.dll
9.8375,Image/DCStart,328,csrss,0x74DA0000,C:\\Windows\\System32\\csrsrv\.dll
9.8422,Image/DCStart,328,csrss,0x74F80000,C:\\Windows\\System32\\KernelBase\.dll
9.8467,Image/DCStart,328,csrss,0x75140000,C:\\Windows\\System32\\rpcrt4\.dll
9.8514,Image/DCStart,328,csrss,0x75880000,C:\\Windows\\System32\\msvcrt\.dll
9.8560,Image/DCStart,328,csrss,0x75940000,C:\\Windows\\System32\\user32\.dll
9.8603,Image/DCStart,328,csrss,0x75D40000,C:\\Windows\\System32\\kernel32\.dll
9.8649,Image/DCStart,328,csrss,0x75E20000,C:\\Windows\\System32\\sechost\.dll
9.8693,Image/DCStart,328,csrss,0x75EF0000,C:\\Windows\\System32\\advapi32\.dll
9.8741,Image/DCStart,328,csrss,0x75FA0000,C:\\Windows\\System32\\gdi32\.dll
9.8781,Image/DCStart,328,csrss,0x76DE0000,C:\\Windows\\System32\\ntdll\.dll
9.8826,Image/DCStart,328,csrss,0x76F80000,C:\\Windows\\System32\\usp10\.dll
9.8871,Image/DCStart,328,csrss,0x77020000,C:\\Windows\\System32\\lpk\.dll
9.8911,Image/DCStart,328,csrss,0x77040000,C:\\Windows\\System32\\apisetschema\.dll
9.9170,Image/DCStart,364,wininit,0x00930000,C:\\Windows\\System32\\wininit\.exe
9.9213,Image/DCStart,364,wininit,0x740B0000,C:\\Windows\\System32\\WSHTCPIP\.DLL
9.9252,Image/DCStart,364,wininit,0x74700000,C:\\Windows\\System32\\credssp\.dll
9.9452,Image/DCStart,364,wininit,0x74720000,C:\\Windows\\System32\\mswsock\.dll
9.9498,Image/DCStart,364,wininit,0x74840000,C:\\Windows\\System32\\wship6\.dll
9.9543,Image/DCStart,364,wininit,0x74A30000,C:\\Windows\\System32\\secur32\.dll
9.9588,Image/DCStart,364,wininit,0x74C30000,C:\\Windows\\System32\\sspicli\.dll
9.9633,Image/DCStart,364,wininit,0x74C50000,C:\\Windows\\System32\\apphelp\.dll
9.9676,Image/DCStart,364,wininit,0x74CA0000,C:\\Windows\\System32\\cryptbase\.dll
9.9719,Image/DCStart,364,wininit,0x74D10000,C:\\Windows\\System32\\RpcRtRemote\.dll
9.9762,Image/DCStart,364,wininit,0x74DB0000,C:\\Windows\\System32\\profapi\.dll
9.9803,Image/DCStart,364,wininit,0x74F80000,C:\\Windows\\System32\\KernelBase\.dll
9.9844,Image/DCStart,364,wininit,0x75140000,C:\\Windows\\System32\\rpcrt4\.dll
9.9887,Image/DCStart,364,wininit,0x757B0000,C:\\Windows\\System32\\msctf\.dll
9.9927,Image/DCStart,364,wininit,0x75880000,C:\\Windows\\System32\\msvcrt\.dll
9.9966,Image/DCStart,364,wininit,0x75940000,C:\\Windows\\System32\\user32\.dll
10.0006,Image/DCStart,364,wininit,0x75D40000,C:\\Windows\\System32\\kernel32\.dll
10.0046,Image/DCStart,364,wininit,0x75E20000,C:\\Windows\\System32\\sechost\.dll
10.0090,Image/DCStart,364,wininit,0x75E40000,C:\\Windows\\System32\\imm32\.dll
10.0131,Image/DCStart,364,wininit,0x75EF0000,C:\\Windows\\System32\\advapi32\.dll
10.0172,Image/DCStart,364,wininit,0x75FA0000,C:\\Windows\\System32\\gdi32\.dll
10.0211,Image/DCStart,364,wininit,0x76DE0000,C:\\Windows\\System32\\ntdll\.dll
10.0255,Image/DCStart,364,wininit,0x76F30000,C:\\Windows\\System32\\nsi\.dll
10.0298,Image/DCStart,364,wininit,0x76F40000,C:\\Windows\\System32\\ws2_32\.dll
10.0339,Image/DCStart,364,wininit,0x76F80000,C:\\Windows\\System32\\usp10\.dll
10.0378,Image/DCStart,364,wininit,0x77020000,C:\\Windows\\System32\\lpk\.dll
10.0417,Image/DCStart,364,wininit,0x77040000,C:\\Windows\\System32\\apisetschema\.dll
10.0692,Image/DCStart,372,csrss,0x49CF0000,C:\\Windows\\System32\\csrss\.exe
10.0732,Image/DCStart,372,csrss,0x74CA0000,C:\\Windows\\System32\\cryptbase\.dll
10.0775,Image/DCStart,372,csrss,0x74CB0000,C:\\Windows\\System32\\sxs\.dll
10.0815,Image/DCStart,372,csrss,0x74D50000,C:\\Windows\\System32\\sxssrv\.dll
10.0855,Image/DCStart,372,csrss,0x74D60000,C:\\Windows\\System32\\winsrv\.dll
10.0895,Image/DCStart,372,csrss,0x74D90000,C:\\Windows\\System32\\basesrv\.dll
10.0934,Image/DCStart,372,csrss,0x74DA0000,C:\\Windows\\System32\\csrsrv\.dll
10.0973,Image/DCStart,372,csrss,0x74F80000,C:\\Windows\\System32\\KernelBase\.dll
10.1012,Image/DCStart,372,csrss,0x75140000,C:\\Windows\\System32\\rpcrt4\.dll
10.1050,Image/DCStart,372,csrss,0x75880000,C:\\Windows\\System32\\msvcrt\.dll
10.1089,Image/DCStart,372,csrss,0x75940000,C:\\Windows\\System32\\user32\.dll
10.1128,Image/DCStart,372,csrss,0x75D40000,C:\\Windows\\System32\\kernel32\.dll
10.1166,Image/DCStart,372,csrss,0x75E20000,C:\\Windows\\System32\\sechost\.dll
10.1204,Image/DCStart,372,csrss,0x75EF0000,C:\\Windows\\System32\\advapi32\.dll
10.1244,Image/DCStart,372,csrss,0x75FA0000,C:\\Windows\\System32\\gdi32\.dll
10.1282,Image/DCStart,372,csrss,0x76DE0000,C:\\Windows\\System32\\ntdll\.dll
10.1320,Image/DCStart,372,csrss,0x76F80000,C:\\Windows\\System32\\usp10\.dll
10.1358,Image/DCStart,372,csrss,0x77020000,C:\\Windows\\System32\\lpk\.dll
10.1396,Image/DCStart,372,csrss,0x77040000,C:\\Windows\\System32\\apisetschema\.dll
10.1604,Image/DCStart,400,winlogon,0x00660000,C:\\Windows\\System32\\winlogon\.exe
10.1649,Image/DCStart,400,winlogon,0x72B00000,C:\\Windows\\System32\\UXInit\.dll
10.1693,Image/DCStart,400,winlogon,0x72D00000,C:\\Windows\\System32\\slc\.dll
10.1738,Image/DCStart,400,winlogon,0x73170000,C:\\Windows\\System32\\wkscli\.dll
10.1780,Image/DCStart,400,winlogon,0x73180000,C:\\Windows\\System32\\netutils\.dll
10.1826,Image/DCStart,400,winlogon,0x73210000,C:\\Windows\\System32\\WindowsCodecs\.dll
10.1872,Image/DCStart,400,winlogon,0x738E0000,C:\\Windows\\System32\\uxtheme\.dll
10.1918,Image/DCStart,400,winlogon,0x74330000,C:\\Windows\\System32\\mpr\.dll
10.1961,Image/DCStart,400,winlogon,0x744E0000,C:\\Windows\\System32\\rsaenh\.dll
10.2007,Image/DCStart,400,winlogon,0x74850000,C:\\Windows\\System32\\cryptsp\.dll
10.2051,Image/DCStart,400,winlogon,0x74890000,C:\\Windows\\System32\\netjoin\.dll
10.2089,Image/DCStart,400,winlogon,0x74C30000,C:\\Windows\\System32\\sspicli\.dll
10.2128,Image/DCStart,400,winlogon,0x74C50000,C:\\Windows\\System32\\apphelp\.dll
10.2166,Image/DCStart,400,winlogon,0x74CA0000,C:\\Windows\\System32\\cryptbase\.dll
10.2205,Image/DCStart,400,winlogon,0x74D10000,C:\\Windows\\System32\\RpcRtRemote\.dll
10.2247,Image/DCStart,400,winlogon,0x74D20000,C:\\Windows\\System32\\winsta\.dll
10.2286,Image/DCStart,400,winlogon,0x74DB0000,C:\\Windows\\System32\\profapi\.dll
10.2325,Image/DCStart,400,winlogon,0x74F80000,C:\\Windows\\System32\\KernelBase\.dll
10.2364,Image/DCStart,400,winlogon,0x75140000,C:\\Windows\\System32\\rpcrt4\.dll
10.2406,Image/DCStart,400,winlogon,0x751F0000,C:\\Windows\\System32\\ole32\.dll
10.2445,Image/DCStart,400,winlogon,0x757B0000,C:\\Windows\\System32\\msctf\.dll
10.2483,Image/DCStart,400,winlogon,0x75880000,C:\\Windows\\System32\\msvcrt\.dll
10.2522,Image/DCStart,400,winlogon,0x75940000,C:\\Windows\\System32\\user32\.dll
10.2560,Image/DCStart,400,winlogon,0x75D40000,C:\\Windows\\System32\\kernel32\.dll
10.2598,Image/DCStart,400,winlogon,0x75E20000,C:\\Windows\\System32\\sechost\.dll
10.2637,Image/DCStart,400,winlogon,0x75E40000,C:\\Windows\\System32\\imm32\.dll
10.2678,Image/DCStart,400,winlogon,0x75EF0000,C:\\Windows\\System32\\advapi32\.dll
10.2716,Image/DCStart,400,winlogon,0x75FA0000,C:\\Windows\\System32\\gdi32\.dll
10.2755,Image/DCStart,400,winlogon,0x76DE0000,C:\\Windows\\System32\\ntdll\.dll
10.2794,Image/DCStart,400,winlogon,0x76F80000,C:\\Windows\\System32\\usp10\.dll
10.2832,Image/DCStart,400,winlogon,0x77020000,C:\\Windows\\System32\\lpk\.dll
10.2870,Image/DCStart,400,winlogon,0x77040000,C:\\Windows\\System32\\apisetschema\.dll
10.3078,Image/DCStart,460,services,0x00D20000,C:\\Windows\\System32\\services\.exe
10.3124,Image/DCStart,460,services,0x74020000,C:\\Windows\\System32\\wtsapi32\.dll
10.3164,Image/DCStart,460,services,0x740B0000,C:\\Windows\\System32\\WSHTCPIP\.DLL
10.3209,Image/DCStart,460,services,0x74410000,C:\\Windows\\System32\\ubpm\.dll
10.3248,Image/DCStart,460,services,0x74700000,C:\\Windows\\System32\\credssp\.dll
10.3287,Image/DCStart,460,services,0x74720000,C:\\Windows\\System32\\mswsock\.dll
10.3325,Image/DCStart,460,services,0x74840000,C:\\Windows\\System32\\wship6\.dll
10.3368,Image/DCStart,460,services,0x74900000,C:\\Windows\\System32\\authz\.dll
10.3410,Image/DCStart,460,services,0x74950000,C:\\Windows\\System32\\srvcli\.dll
10.3452,Image/DCStart,460,services,0x749E0000,C:\\Windows\\System32\\scesrv\.dll
10.3492,Image/DCStart,460,services,0x74A30000,C:\\Windows\\System32\\secur32\.dll
10.3535,Image/DCStart,460,services,0x74AF0000,C:\\Windows\\System32\\scext\.dll
10.3574,Image/DCStart,460,services,0x74C30000,C:\\Windows\\System32\\sspicli\.dll
10.3614,Image/DCStart,460,services,0x74C50000,C:\\Windows\\System32\\apphelp\.dll
10.3651,Image/DCStart,460,services,0x74CA0000,C:\\Windows\\System32\\cryptbase\.dll
10.3690,Image/DCStart,460,services,0x74D10000,C:\\Windows\\System32\\RpcRtRemote\.dll
10.3729,Image/DCStart,460,services,0x74D20000,C:\\Windows\\System32\\winsta\.dll
10.3771,Image/DCStart,460,services,0x74DB0000,C:\\Windows\\System32\\profapi\.dll
10.3812,Image/DCStart,460,services,0x74F80000,C:\\Windows\\System32\\KernelBase\.dll
10.3852,Image/DCStart,460,services,0x75140000,C:\\Windows\\System32\\rpcrt4\.dll
10.3892,Image/DCStart,460,services,0x757B0000,C:\\Windows\\System32\\msctf\.dll
10.3932,Image/DCStart,460,services,0x75880000,C:\\Windows\\System32\\msvcrt\.dll
10.3971,Image/DCStart,460,services,0x75940000,C:\\Windows\\System32\\user32\.dll
10.4011,Image/DCStart,460,services,0x75D40000,C:\\Windows\\System32\\kernel32\.dll
10.4051,Image/DCStart,460,services,0x75E20000,C:\\Windows\\System32\\sechost\.dll
10.4091,Image/DCStart,460,services,0x75E40000,C:\\Windows\\System32\\imm32\.dll
10.4131,Image/DCStart,460,services,0x75EF0000,C:\\Windows\\System32\\advapi32\.dll
10.4171,Image/DCStart,460,services,0x75FA0000,C:\\Windows\\System32\\gdi32\.dll
10.4211,Image/DCStart,460,services,0x76DE0000,C:\\Windows\\System32\\ntdll\.dll
10.4251,Image/DCStart,460,services,0x76F30000,C:\\Windows\\System32\\nsi\.dll
10.4291,Image/DCStart,460,services,0x76F40000,C:\\Windows\\System32\\ws2_32\.dll
10.4328,Image/DCStart,460,services,0x76F80000,C:\\Windows\\System32\\usp10\.dll
10.4366,Image/DCStart,460,services,0x77020000,C:\\Windows\\System32\\lpk\.dll
10.4406,Image/DCStart,460,services,0x77040000,C:\\Windows\\System32\\apisetschema\.dll
10.4650,Image/DCStart,468,lsass,0x00680000,C:\\Windows\\System32\\lsass\.exe
